"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"51","Goose","04 · AI Coding Agents & IDEs","Terminal agents","CLI + desktop agent","https://github.com/aaif-goose/goose","aaif-goose/goose","54,387","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Block's extensible, MCP-first local AI agent for any LLM.","A general agent shell — not only for code; good for ops automations.","MCP tinkerers","Standalone","Windows / macOS / Linux","See docs (installer / brew)","Medium","🔍 Explore","Repo moved from block/goose to aaif-goose/goose. Interesting as a host for your own MCP servers.","An agent built entirely around MCP.",""
"52","OpenHands","04 · AI Coding Agents & IDEs","Autonomous agents","Agent platform","https://github.com/OpenHands/OpenHands","OpenHands/OpenHands","88,306","🟢 Active · last commit today","FREE (open source)","Open source (MIT) + cloud","Autonomous software-engineering agent running in a sandboxed Docker runtime, with UI, CLI and headless modes.","Fire-and-forget issue fixing in a container; good for CI-style automation.","Teams automating backlog","Standalone","Windows / macOS / Linux","docker run (see README)","Medium","🔍 Explore","Give it well-scoped issues; vague tickets waste tokens.","An AI dev in a Docker box.",""
"53","Continue","04 · AI Coding Agents & IDEs","IDE agents","IDE extension + CLI","https://github.com/continuedev/continue","continuedev/continue","35,944","🟢 Active · last commit july 2026","FREE (open source)","Open source (Apache-2.0)","Open-source assistant for VS Code/JetBrains with custom agents, local models and CI checks.","First-class Ollama support for private autocomplete and chat.","Local-model users","Standalone","Windows / macOS / Linux","Install from marketplace","Low","🔍 Explore","Good for free local tab-autocomplete with a small code model.","Copilot, but local and free.",""
"54","Crush (Charm)","04 · AI Coding Agents & IDEs","Terminal agents","CLI coding agent","https://github.com/charmbracelet/crush","charmbracelet/crush","28,147","🟢 Active · last commit today","FREE (open source)","Open source (see license)","Charm's beautiful terminal coding agent with multi-model, LSP and MCP support.","The best-looking TUI agent; strong on session switching.","Terminal aesthetes","Standalone","Windows / macOS / Linux","npm i -g @charmland/crush","Low","🔍 Explore","License is not a standard OSI one — read it for commercial use.","The prettiest agent in the terminal.",""
"55","Qwen Code","04 · AI Coding Agents & IDEs","Terminal agents","CLI coding agent","https://github.com/QwenLM/qwen-code","QwenLM/qwen-code","27,926","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Gemini-CLI fork tuned for Qwen coder models.","Pairs with open-weight Qwen coder models, including self-hosted.","Open-weights fans","Standalone","Windows / macOS / Linux","npm i -g @qwen-code/qwen-code","Low","🔍 Explore","A path to a fully self-hosted coding agent.","A coding agent for open-weight models.",""
"56","Cursor","04 · AI Coding Agents & IDEs","AI IDEs","IDE","https://cursor.com","","","—","FREEMIUM","Free tier; Pro ~US$20/mo (verify)","AI-first VS Code fork with tab completion, agent mode and background agents.","Best-in-class tab autocomplete for manual editing between agent runs.","Devs who live in an editor","Standalone","Windows / macOS / Linux","Download","Low","🔍 Explore","Many people pair Cursor (editing) + Claude Code (agentic work).","The editor that finishes your thought.",""
"57","Devin Desktop (formerly Windsurf)","04 · AI Coding Agents & IDEs","AI IDEs","IDE","https://devin.ai/desktop","","","—","FREEMIUM","Free tier; paid plans (verify current pricing)","Cognition's agentic IDE for managing local and cloud agents from one surface. windsurf.com now redirects here.","An editor built around delegating to fleets of agents rather than autocomplete.","IDE-first devs","Standalone","Windows / macOS / Linux","Download","Low","🔍 Explore","Windsurf was folded into Devin — re-check features and pricing before adopting.","Windsurf is gone. Meet what replaced it.",""
"58","Zed","04 · AI Coding Agents & IDEs","Editors","Editor","https://github.com/zed-industries/zed","zed-industries/zed","90,423","🟢 Active · last commit today","FREE (open source)","Open source (GPL/AGPL); optional paid AI","Very fast Rust editor with built-in agent panel and support for external agents (incl. Claude Code) via ACP.","Instant startup and native speed; agents as first-class citizens.","Speed-obsessed devs","Standalone","Windows / macOS / Linux","Download from zed.dev","Low","🔍 Explore","Windows build is available — check release notes for parity.","VS Code feels slow after this.",""
"59","GitHub Copilot","04 · AI Coding Agents & IDEs","AI IDEs","IDE assistant + coding agent","https://github.com/features/copilot","","","—","FREEMIUM","Free tier; Pro ~US$10/mo (verify); free for students","Autocomplete, chat, agent mode and an async coding agent that opens PRs from issues.","Cheapest reliable autocomplete; students get it free via the Student Developer Pack.","Students, VS Code users","Standalone","Windows / macOS / Linux","Enable in VS Code / GitHub","Low","🚀 Add now","If you are a student: claim the GitHub Student Developer Pack first.","Students: you get this free.",""
"60","Warp","04 · AI Coding Agents & IDEs","Terminals","AI terminal","https://www.warp.dev","","","—","FREEMIUM","Free tier; paid AI plans","Modern terminal with blocks, AI command help and agent mode; supports Windows.","Natural-language → shell commands when you forget syntax.","Terminal-heavy devs","Standalone","Windows / macOS / Linux","winget install Warp.Warp","Low","🔍 Explore","Account required; check privacy settings for work projects.","A terminal that speaks English.",""
"61","Amp (Sourcegraph)","04 · AI Coding Agents & IDEs","Terminal agents","CLI + IDE agent","https://ampcode.com","","","—","FREEMIUM","Usage-based / free tier (verify)","Sourcegraph's agentic coding tool with shared threads and sub-agents.","Strong at large-codebase reasoning.","Teams","Standalone","Windows / macOS / Linux","npm i -g @sourcegraph/amp","Low","🔍 Explore","Thread sharing is handy for teams.","An agent built for huge codebases.",""
"62","Factory Droid","04 · AI Coding Agents & IDEs","Terminal agents","CLI agent","https://factory.com","","","—","FREEMIUM","Free trial; paid plans","Model-agnostic terminal agent focused on end-to-end engineering tasks.","Scores well on terminal benchmarks; BYOK options.","Teams evaluating agents","Standalone","Windows / macOS / Linux","See site","Low","🔍 Explore","Benchmark it on YOUR repo, not leaderboards.","Droids for your backlog.",""
"63","Jules (Google)","04 · AI Coding Agents & IDEs","Async agents","Cloud coding agent","https://jules.google","","","—","FREEMIUM","Free tier with daily task limits (verify)","Asynchronous cloud agent that clones your repo into a VM, works and opens a PR.","Offload chores (dependency bumps, tests) while you do deep work.","Devs with boring backlogs","Standalone","Windows / macOS / Linux","Connect GitHub","Low","🔍 Explore","Best for tasks with clear pass/fail, like making tests green.","Assign the boring tickets to Google.",""
"64","v0 by Vercel","04 · AI Coding Agents & IDEs","App builders","AI app builder","https://v0.app","","","—","FREEMIUM","Free credits; paid plans","Prompt-to-UI/app generator producing Next.js + shadcn/ui code, deployable to Vercel.","Fastest way from idea to a good-looking, real-code prototype.","Founders validating UI","Standalone","Windows / macOS / Linux","Open in browser","Low","🚀 Add now","Generate in v0, then pull the code into your repo and continue with Claude Code.","Landing page in 5 minutes. Real code.",""
"65","Bolt.new","04 · AI Coding Agents & IDEs","App builders","AI app builder","https://bolt.new","","","—","FREEMIUM","Free tier; paid plans","In-browser full-stack app generator running on WebContainers.","Zero-setup prototypes you can share as a link.","Hackathons, demos","Standalone","Windows / macOS / Linux","Open in browser","Low","🔍 Explore","Token usage balloons on big projects — export early.","Full-stack app. No install.",""
"66","Lovable","04 · AI Coding Agents & IDEs","App builders","AI app builder","https://lovable.dev","","","—","FREEMIUM","Free tier; paid plans","Chat-to-app builder with Supabase integration and GitHub sync.","Great for non-technical co-founders and quick MVPs.","Non-dev founders","Standalone","Windows / macOS / Linux","Open in browser","Low","🔍 Explore","Sync to GitHub from day one so you can take over in code.","Your co-founder can build the MVP.",""
"67","Replit Agent","04 · AI Coding Agents & IDEs","App builders","Cloud IDE + agent","https://replit.com","","","—","FREEMIUM","Free tier; paid plans","Cloud IDE with an agent that builds, runs and deploys apps in the browser.","Everything (DB, hosting, auth) in one place; works from a phone.","Learners, quick tools","Standalone","Windows / macOS / Linux","Open in browser","Low","🔍 Explore","Costs add up with agent checkpoints.","Build an app from your phone.",""
"68","awesome-mcp-servers","05 · Awesome Lists, Prompts & System Prompts","MCP directories","Awesome list","https://github.com/punkpeye/awesome-mcp-servers","punkpeye/awesome-mcp-servers","95,149","🟢 Active · last commit last tuesday","FREE (open source)","Open source · GitHub license: MIT","The definitive categorised directory of MCP servers.","Find a server for almost any tool before writing an integration.","MCP users","Claude, GPT, Gemini, any LLM","Windows / macOS / Linux","Browse","Low","🚀 Add now","Prefer official vendor servers over random forks.","There is an MCP for that.",""
"69","awesome-llm-apps","05 · Awesome Lists, Prompts & System Prompts","LLM app examples","Awesome list + code","https://github.com/Shubhamsaboo/awesome-llm-apps","Shubhamsaboo/awesome-llm-apps","138,652","🟢 Active · last commit yesterday","FREE (open source)","Open source (Apache-2.0)","Huge collection of runnable LLM apps: RAG, agents, multi-agent teams, voice, MCP.","Working reference code for almost any client request.","AI freelancers","Claude, GPT, Gemini, any LLM","Windows / macOS / Linux","Clone & run examples","Low","🚀 Add now","Treat as starting points; harden before client delivery.","100+ AI apps you can clone today.",""
"70","awesome-cursorrules","05 · Awesome Lists, Prompts & System Prompts","Rules files","Awesome list","https://github.com/PatrickJS/awesome-cursorrules","PatrickJS/awesome-cursorrules","40,798","🟡 Slower · last commit may 2026","FREE (open source)","Open source · GitHub license: CC0-1.0","Rules files per framework/stack for Cursor — equally useful as CLAUDE.md / AGENTS.md material.","Steal stack-specific conventions instead of writing them from scratch.","Anyone writing agent rules","Claude, GPT, Gemini, any LLM","Windows / macOS / Linux","Copy relevant rules","Low","🔍 Explore","Trim hard: only keep rules the agent actually violates.","Rules for every stack.",""
